day,score
2023-11-28,161.0
2023-11-29,-1237.0
2023-11-30,-1613.0
2023-12-01,-2628.0
2023-12-02,437.0
2023-12-03,344.0
2023-12-04,-2274.0
2023-12-05,-988.0
2023-12-06,-551.0
2023-12-07,-2313.0
2023-12-08,-7442.0
2023-12-09,318.0
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,-2727.0
2023-12-13,-3183.0
2023-12-14,-1977.0
2023-12-15,-3280.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,-1408.0
2023-12-19,-4609.0
2023-12-20,-2656.0
2023-12-21,-3770.0
2023-12-22,-2515.0
2023-12-23,0.0
2023-12-24,292.0
2023-12-25,-3200.0
2023-12-26,-3286.0
2023-12-27,-1920.0
2023-12-28,nan
2023-12-29,369.0
2023-12-30,185.0
2024-01-02,-2132.0
2024-01-03,-4539.0
2024-01-04,-636.0
2024-01-05,nan
2024-01-06,-424.0
2024-01-07,nan
2024-01-08,-1184.0
2024-01-09,-698.0
2024-01-10,-234.0
2024-01-11,-566.0
2024-01-12,-1132.0
2024-01-13,381.0
2024-01-14,0.0
2024-01-15,-800.0
2024-01-16,-3052.0
2024-01-17,-746.0
2024-01-18,-1104.0
2024-01-19,-1698.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,-5662.0
2024-01-23,-5408.0
2024-01-24,-5058.0
2024-01-25,-3640.0
2024-01-26,-4859.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,-1421.0
2024-01-30,-4208.0
2024-01-31,-2017.0
2024-02-01,-5292.0
2024-02-02,-932.0
2024-02-03,-452.0
2024-02-04,-1416.0
2024-02-05,-1444.0
2024-02-06,-10162.0
2024-02-07,-4318.0
2024-02-08,-10978.0
2024-02-09,-1532.0
2024-02-12,0.0
2024-02-14,0.0
2024-02-15,-868.0
2024-02-18,0.0
2024-02-19,-870.0
2024-02-20,1998.0
2024-02-21,-924.0
2024-02-22,-14.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,327.0
2024-02-26,548.0
2024-02-27,-1078.0
2024-02-28,-4105.0
2024-02-29,-1807.0
2024-03-01,-228.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,-413.0
2024-03-05,-1285.0
2024-03-06,-426.0
2024-03-07,569.0
2024-03-08,355.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,-182.0
2024-03-12,-1287.0
2024-03-13,-577.0
2024-03-14,-668.0
2024-03-15,-568.0
2024-03-18,1765.0
2024-03-19,-836.0
2024-03-20,0.0
2024-03-21,-411.0
2024-03-22,-636.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,-616.0
2024-03-26,-604.0
2024-03-27,-3480.0
2024-03-28,-2582.0
2024-03-29,-1189.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,352.0
2024-04-02,95.0
2024-04-03,-2164.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-07,0.0
2024-04-08,-2039.0
2024-04-09,-3225.0
2024-04-10,-3162.0
2024-04-11,-1621.0
2024-04-12,1350.0
2024-04-13,936.0
2024-04-14,0.0
2024-04-15,-2856.0
2024-04-16,-5416.0
2024-04-17,31.0
2024-04-18,-1972.0
2024-04-19,-1389.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,544.0
2024-04-23,295.0
2024-04-24,23.0
2024-04-25,0.0
2024-04-26,-1147.0
2024-04-27,-1656.0
2024-04-28,292.0
2024-04-29,-2422.0
2024-04-30,-532.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,478.0
2024-05-06,136.0
2024-05-07,281.0
2024-05-08,268.0
2024-06-18,0.0
2024-08-17,0.0
2024-08-24,0.0
2024-10-13,0.0
2024-12-05,0.0
